temperature,magnetization,mag error,specific heat,sp.heat error,mag susceptibility,suscep error
2.1,0.8687447661469934,0.029129963126403195,0.9971473140078607,0.036978545864119784,1.0101842282716251,0.06239615944598905
2.12,0.8551348571428571,0.03242313612851421,1.0482575620629684,0.03905511394346222,1.2396931089741419,0.07754184069826245
2.14,0.8438091428571429,0.036629981893948844,1.1711011702305927,0.04677564237131072,1.5674714644289796,0.10228948660698335
2.16,0.8265480000000001,0.042148109383119775,1.1349192799755021,0.043536485101083246,2.056091579365384,0.13488888768248283
2.18,0.8102702857142857,0.045632089929642045,1.246303194433804,0.04550637588685089,2.387944531361355,0.13613951278006683
2.2,0.7836748571428571,0.06624161399739284,1.5313916808902477,0.05812519434507463,4.986308437478089,0.4645349399385341
2.22,0.7492509855453352,0.09665431488431693,1.653506157217852,0.08037552320410608,10.52033399296889,1.3822771991974159
2.24,0.7018687378640777,0.12730446408542365,1.8439889985596407,0.12487763584732903,18.087529660799806,2.26587137798191
2.26,0.64906624,0.1470560018369274,2.0000552951178623,0.1053060513888285,23.921977517989557,2.2958126345062606
2.28,0.565217677286742,0.18443997404200446,2.339071913184034,0.10284367913998056,37.30055265856972,1.8394085522742196
2.3,0.4829817475728156,0.19881545030127662,1.983624348339039,0.0854798780127951,42.9647644331513,1.6502403290741732
2.32,0.402343661971831,0.20830506595992432,1.9859512231592864,0.07752711960746007,46.75754364716408,1.3354828825424925
2.34,0.3357023638232271,0.1944832346387817,1.5969253436195747,0.07212045310454937,40.409966405516485,1.2136028212520122
2.36,0.27920082219938336,0.17292382035387216,1.331502544437609,0.061771612160245196,31.67653352307023,1.1296429129315553
2.38,0.2321842357779301,0.15891431049188415,1.3977831307209092,0.05355433374505279,26.527056805788764,0.8893111529524186
2.4,0.2057957505140507,0.1420231370913273,1.11325859847789,0.04435562820865169,21.011011947147807,0.6934429858442815
2.42,0.17722165867032214,0.12634747120069925,1.0734334356330204,0.04039888329124484,16.49140855249118,0.5943303907878192
2.44,0.16291871144619602,0.11679832990762364,0.9977290224430603,0.038524264602378386,13.977305193862758,0.5139336057173379
2.46,0.1495734772552043,0.10833398217727058,0.9357737343879247,0.036167956087796264,11.927085055269417,0.4655827249385458
2.48,0.13578291721419186,0.10022513617379734,0.8934894785222971,0.03320367245373678,10.126086613967916,0.3784129679589237
