temperature,magnetization,mag error,specific heat,sp.heat error,mag susceptibility,suscep error
2.1,0.8684363235452296,0.011901147469976815,0.9733728884254002,0.04384930746314031,0.9712272761307007,0.05294147959361677
2.12,0.8571218557387972,0.013876658041411678,1.026721114971975,0.0390134649198886,1.307965845716857,0.06969989245122103
2.14,0.8433872647009828,0.015204586342029269,1.1318737740453193,0.04387177621855631,1.5556000093372513,0.06361569611547672
2.16,0.8270965063001146,0.018220598851586903,1.2142794014576004,0.045097970799423105,2.2132681500641738,0.10146415970302708
2.18,0.808536380869058,0.02143158245190827,1.2920389866088158,0.052035171795694224,3.033992321124346,0.14853286721894007
2.2,0.7856691012132822,0.027372750489725282,1.4506384462898096,0.057033149125941145,4.904296163167161,0.26149419986994266
2.22,0.7519273924815162,0.037328076000147224,1.5963413839315146,0.06858311049707086,9.038174645670068,0.6054495876173531
2.24,0.7061196682464455,0.07096511466437745,1.7587162565747212,0.19696694168901038,32.374591067111496,9.046848772930764
2.26,0.613651399491094,0.118489820810205,2.513636245184744,0.2868018914018695,89.45737254563674,19.46633747465189
2.28,0.46059670781893,0.18600496717816514,2.587269089813068,0.3468851025240491,218.51272304179216,27.76412830363257
2.3,0.27102516193323367,0.1599878022626366,2.0135207008104867,0.19362440652532303,160.25382389944812,10.974037296033067
2.32,0.1754489337822671,0.12158961242074193,1.6477027474820747,0.11438308653840583,91.76296871561115,6.063662188281776
2.34,0.1417155990510083,0.09839057972108191,1.4224088160732606,0.07670835312611642,59.57357647908056,3.241809719469243
2.36,0.11966735928842229,0.08550131752814577,1.3637463978906033,0.06589248105194856,44.60628996029778,2.2444401396322586
2.38,0.09659194444444445,0.07340956272594325,1.1385329818178453,0.054033245735123116,32.60549586321196,1.549429072603364
2.4,0.08206347656249999,0.061979964304498064,1.109643586592197,0.04516356940374843,23.04909585112115,1.0586912686398084
2.42,0.0749273354719549,0.05633918915916472,1.0619625570464784,0.044453704235697486,18.88723181223753,0.9220386537742201
2.44,0.06888187285223367,0.05224097078451415,0.9639439612020554,0.04105545961384122,16.10627623382045,0.7966691261110954
2.46,0.06056065538194445,0.045139251346404466,0.908376553937064,0.03682112920460356,11.92713372944706,0.5517567444094952
2.48,0.057136702072269084,0.04309018773396806,0.8864898220997756,0.04041403419401754,10.781211942282297,0.56688604501281
